win_rate,win_rate_percent,attendance,,,total_homegame_attendance,year,,,win_rate,win_rate_percent,year,,,attendance,win_rate,win_rate_percent,team,,NYA,2006902,1950,1930529,1951,-76373,,,,,,,
0.37,36.8,376500,,,,,,,0.422222222,42.2,1894,,,307816,0.32679738562091503268,32.7,NYA,,,,,,,,,,,,,,
0.37,36.8,2350,,,,,,,0.416666667,41.7,1894,,,318000,0.49673202614379084967,49.7,NYA,,,,,,,,,,,,,,
0.37,36.9,31000,,,,,,,0.523076923,52.3,1894,,,342300,0.37254901960784313725,37.3,NYA,,,,,,,,,,,,,,
0.37,37.0,90500,,,,,,,0.276923077,27.7,1894,,,411000,0.55844155844155844156,55.8,NYA,,,,,,,,,,,,,,
0.37,37.0,187000,,,,,,,0.642335766,64.2,1894,,,421600,0.45806451612903225806,45.8,NYA,,,,,,,,,,,,,,
0.37,37.0,203409,,,,,,,0.550387597,55.0,1894,,,508800,0.44585987261146496815,44.6,NYA,,,,,,,,,,,,,,
0.37,37.0,1167464,,,,,,,0.550387597,55.0,1894,,,599500,0.61038961038961038961,61.0,NYA,,,,,,,,,,,,,,
0.37,37.0,1500,,,,,,,0.550387597,55.0,1894,,,696037,0.63225806451612903226,63.2,NYA,,,,,,,,,,,,,,
0.37,37.0,591298,,,,,,,0.492424242,49.2,1894,,,721500,0.60645161290322580645,60.6,NYA,,,,,,,,,,,,,,
0.37,37.0,612005,,,,,,,0.421052632,42.1,1894,,,729500,0.56737588652482269504,56.7,NYA,,,,,,,,,,,,,,
0.37,37.0,655181,,,,,,,0.340909091,34.1,1894,,,761856,0.68589743589743589744,68.6,NYA,,,,,,,,,,,,,,
0.37,37.0,729741,,,,,,,0.659090909,65.9,1895,,,768500,0.44230769230769230769,44.2,NYA,,,,,,,,,,,,,,
0.37,37.0,808037,,,,,,,0.533834586,53.4,1895,,,813181,0.59731543624161073826,59.7,NYA,,,,,,,,,,,,,,
0.37,37.0,921186,,,,,,,0.537878788,53.8,1895,,,869645,0.57142857142857142857,57.1,NYA,,,,,,,,,,,,,,
0.37,37.0,1075471,,,,,,,0.5,50.0,1895,,,883265,0.65584415584415584416,65.6,NYA,,,,,,,,,,,,,,
0.37,37.3,342300,,,,,,,0.263157895,26.3,1895,,,884500,0.58709677419354838710,58.7,NYA,,,,,,,,,,,,,,
0.37,37.3,469090,,,,,,,0.5,50.0,1895,,,965387,0.69736842105263157895,69.7,NYA,,,,,,,,,,,,,,
0.37,37.3,559711,,,,,,,0.586466165,58.6,1895,,,967715,0.50967741935483870968,51.0,NYA,,,,,,,,,,,,,,
0.37,37.4,36000,,,,,,,0.288888889,28.9,1895,,,972866,0.63057324840764331210,63.1,NYA,,,,,,,,,,,,,,
0.37,37.4,106000,,,,,,,0.325757576,32.6,1895,,,997519,0.66883116883116883117,66.9,NYA,,,,,,,,,,,,,,
0.37,37.4,776734,,,,,,,0.661764706,66.2,1897,,,1013485,0.59868421052631578947,59.9,NYA,,,,,,,,,,,,,,
0.38,37.6,403906,,,,,,,0.688888889,68.9,1897,,,1027825,0.53289473684210526316,53.3,NYA,,,,,,,,,,,,,,
0.38,37.6,38500,,,,,,,0.567164179,56.7,1897,,,1039111,0.64968152866242038217,65.0,NYA,,,,,,,,,,,,,,
0.38,37.7,680382,,,,,,,0.388059701,38.8,1897,,,1046204,0.53896103896103896104,53.9,NYA,,,,,,,,,,,,,,
0.38,37.7,871526,,,,,,,0.605839416,60.6,1897,,,1053678,0.64743589743589743590,64.7,NYA,,,,,,,,,,,,,,
0.38,37.7,1076898,,,,,,,0.21969697,22.0,1897,,,1067362,0.65806451612903225806,65.8,NYA,,,,,,,,,,,,,,
0.38,37.7,1340706,,,,,,,0.362416107,36.2,1898,,,1074518,0.50617283950617283951,50.6,NYA,,,,,,,,,,,,,,
0.38,37.7,1369031,,,,,,,0.454545455,45.5,1898,,,1077387,0.49382716049382716049,49.4,NYA,,,,,,,,,,,,,,
0.38,37.7,1375432,,,,,,,0.620915033,62.1,1899,,,1108624,0.56774193548387096774,56.8,NYA,,,,,,,,,,,,,,
0.38,37.7,1565500,,,,,,,0.61038961,61.0,1899,,,1124049,0.50609756097560975610,50.6,NYA,,,,,,,,,,,,,,
0.38,37.7,2085168,,,,,,,0.493506494,49.4,1899,,,1136873,0.57055214723926380368,57.1,NYA,,,,,,,,,,,,,,
0.38,37.7,2329702,,,,,,,0.541935484,54.2,1899,,,1140000,0.61038961038961038961,61.0,NYA,,,,,,,,,,,,,,
0.38,37.7,2882756,,,,,,,0.577464789,57.7,1900,,,1142656,0.44171779141104294479,44.2,NYA,,,,,,,,,,,,,,
0.38,37.7,38000,,,,,,,0.464788732,46.5,1900,,,1224803,0.43750000000000000000,43.8,NYA,,,,,,,,,,,,,,
0.38,37.7,299641,,,,,,,0.445205479,44.5,1900,,,1262039,0.49382716049382716049,49.4,NYA,,,,,,,,,,,,,,
0.38,37.8,1481637,,,,,,,0.430555556,43.1,1900,,,1288046,0.51875000000000000000,51.9,NYA,,,,,,,,,,,,,,
0.38,37.9,549075,,,,,,,0.425531915,42.6,1900,,,1290480,0.54938271604938271605,54.9,NYA,,,,,,,,,,,,,,
0.38,37.9,597597,,,,,,,0.531914894,53.2,1900,,,1304296,0.47530864197530864198,47.5,NYA,,,,,,,,,,,,,,
0.38,37.9,8665,,,,,,,0.564285714,56.4,1900,,,1305638,0.60365853658536585366,60.4,NYA,,,,,,,,,,,,,,
0.38,37.9,124480,,,,,,,0.457746479,45.8,1900,,,1396281,0.59354838709677419355,59.4,NYA,,,,,,,,,,,,,,
0.38,37.9,199092,,,,,,,0.576642336,57.7,1901,,,1413288,0.61688311688311688312,61.7,NYA,,,,,,,,,,,,,,
0.38,37.9,643273,,,,,,,0.492857143,49.3,1901,,,1460537,0.64596273291925465839,64.6,NYA,,,,,,,,,,,,,,
0.38,38.0,869359,,,,,,,0.605839416,60.6,1901,,,1474000,0.64052287581699346405,64.1,NYA,,,,,,,,,,,,,,
0.38,38.1,196877,,,,,,,0.391304348,39.1,1901,,,1475051,0.66451612903225806452,66.5,NYA,,,,,,,,,,,,,,
0.38,38.1,344117,,,,,,,0.544117647,54.4,1901,,,1488141,0.70967741935483870968,71.0,NYA,,,,,,,,,,,,,,
0.38,38.1,446801,,,,,,,0.345323741,34.5,1901,,,1496817,0.65562913907284768212,65.6,NYA,,,,,,,,,,,,,,
0.38,38.2,53000,,,,,,,0.368794326,36.9,1901,,,1497077,0.62337662337662337662,62.3,NYA,,,,,,,,,,,,,,
0.38,38.2,141800,,,,,,,0.592857143,59.3,1901,,,1502882,0.63636363636363636364,63.6,NYA,,,,,,,,,,,,,,
0.38,38.2,800063,,,,,,,0.442028986,44.2,1901,,,1528584,0.58169934640522875817,58.2,NYA,,,,,,,,,,,,,,
0.38,38.3,595271,,,,,,,0.316129032,31.6,1906,,,1578200,0.64473684210526315789,64.5,NYA,,,,,,,,,,,,,,
0.38,38.3,651761,,,,,,,0.431372549,43.1,1906,,,1593499,0.61688311688311688312,61.7,NYA,,,,,,,,,,,,,,
0.38,38.3,818697,,,,,,,0.322368421,32.2,1906,,,1606325,0.59259259259259259259,59.3,NYA,,,,,,,,,,,,,,
0.38,38.3,1298075,,,,,,,0.603896104,60.4,1906,,,1614482,0.55140186915887850467,55.1,NYA,,,,,,,,,,,,,,
0.38,38.3,1323036,,,,,,,0.748387097,74.8,1906,,,1633381,0.62987012987012987013,63.0,NYA,,,,,,,,,,,,,,
0.38,38.3,1372684,,,,,,,0.412903226,41.3,1906,,,1661402,0.50967741935483870968,51.0,NYA,,,,,,,,,,,,,,
0.38,38.3,1586322,,,,,,,0.566878981,56.7,1906,,,1669568,0.62580645161290322581,62.6,NYA,,,,,,,,,,,,,,
0.38,38.3,2435868,,,,,,,0.470198675,47.0,1906,,,1681507,0.61946902654867256637,61.9,NYA,,,,,,,,,,,,,,
0.38,38.3,101641,,,,,,,0.62745098,62.7,1906,,,1709199,0.54482758620689655172,54.5,NYA,,,,,,,,,,,,,,
0.38,38.3,352471,,,,,,,0.580645161,58.1,1906,,,1747726,0.66871165644171779141,66.9,NYA,,,,,,,,,,,,,,
0.38,38.3,861634,,,,,,,0.523489933,52.3,1906,,,1748737,0.46913580246913580247,46.9,NYA,,,,,,,,,,,,,,
0.38,38.3,900130,,,,,,,0.461038961,46.1,1906,,,1823496,0.53703703703703703704,53.7,NYA,,,,,,,,,,,,,,
0.38,38.5,782129,,,,,,,0.603896104,60.4,1906,,,1863729,0.43827160493827160494,43.8,NYA,,,,,,,,,,,,,,
0.38,38.5,810675,,,,,,,0.493506494,49.4,1906,,,1930529,0.63636363636363636364,63.6,NYA,,,,,,,,,,,,,,
0.39,38.5,628942,,,,,,,0.337662338,33.8,1906,,,2006436,0.41358024691358024691,41.4,NYA,,,,,,,,,,,,,,
0.39,38.5,660747,,,,,,,0.364238411,36.4,1906,,,2006902,0.63225806451612903226,63.2,NYA,,,,,,,,,,,,,,
0.39,38.5,1112461,,,,,,,0.483870968,48.4,1908,,,2017932,0.61006289308176100629,61.0,NYA,,,,,,,,,,,,,,
0.39,38.5,1577853,,,,,,,0.344155844,34.4,1908,,,2041219,0.48765432098765432099,48.8,NYA,,,,,,,,,,,,,,
0.39,38.7,788764,,,,,,,0.403846154,40.4,1908,,,2121974,0.56493506493506493506,56.5,NYA,,,,,,,,,,,,,,
0.39,38.7,10000,,,,,,,0.470967742,47.1,1908,,,2196200,0.45962732919254658385,46.0,NYA,,,,,,,,,,,,,,
0.39,38.7,8500,,,,,,,0.433121019,43.3,1908,,,2214587,0.60248447204968944099,60.2,NYA,,,,,,,,,,,,,,
0.39,38.7,142633,,,,,,,0.509803922,51.0,1911,,,2225010,0.62580645161290322581,62.6,NYA,,,,,,,,,,,,,,
0.39,38.7,284000,,,,,,,0.5,50.0,1911,,,2249688,0.56172839506172839506,56.2,NYA,,,,,,,,,,,,,,
0.39,38.8,10000,,,,,,,0.512820513,51.3,1911,,,2255051,0.56790123456790123457,56.8,NYA,,,,,,,,,,,,,,
0.39,38.8,195500,,,,,,,0.577922078,57.8,1911,,,2268186,0.55555555555555555556,55.6,NYA,,,,,,,,,,,,,,
0.39,38.9,519401,,,,,,,0.496732026,49.7,1911,,,2316023,0.61728395061728395062,61.7,NYA,,,,,,,,,,,,,,
0.39,38.9,633369,,,,,,,0.664473684,66.4,1911,,,2321342,0.62580645161290322581,62.6,NYA,,,,,,,,,,,,,,
0.39,38.9,1057668,,,,,,,0.296052632,29.6,1911,,,2411195,0.61038961038961038961,61.0,NYA,,,,,,,,,,,,,,
0.39,38.9,1058695,,,,,,,0.415584416,41.6,1911,,,2416837,0.54320987654320987654,54.3,NYA,,,,,,,,,,,,,,
0.39,38.9,1768413,,,,,,,0.681818182,68.2,1912,,,2424399,0.61349693251533742331,61.3,NYA,,,,,,,,,,,,,,
0.39,38.9,1831080,,,,,,,0.379084967,37.9,1912,,,2427702,0.54938271604938271605,54.9,NYA,,,,,,,,,,,,,,
0.39,38.9,2427535,,,,,,,0.335483871,33.5,1912,,,2543848,0.55625000000000000000,55.6,NYA,,,,,,,,,,,,,,
0.39,38.9,2473366,,,,,,,0.493670886,49.4,1912,,,2581043,0.59259259259259259259,59.3,NYA,,,,,,,,,,,,,,
0.39,38.9,2506023,,,,,,,0.598684211,59.9,1912,,,2627417,0.63580246913580246914,63.6,NYA,,,,,,,,,,,,,,
0.39,38.9,2826445,,,,,,,0.483870968,48.4,1912,,,2633633,0.52795031055900621118,52.8,NYA,,,,,,,,,,,,,,
0.39,38.9,2940731,,,,,,,0.483870968,48.4,1912,,,2908991,0.70370370370370370370,70.4,NYA,,,,,,,,,,,,,,
0.39,38.9,3094841,,,,,,,0.448051948,44.8,1912,,,3063405,0.51851851851851851852,51.9,NYA,,,,,,,,,,,,,,
0.39,38.9,3168116,,,,,,,0.668831169,66.9,1912,,,3193795,0.53703703703703703704,53.7,NYA,,,,,,,,,,,,,,
0.39,38.9,100007,,,,,,,0.326797386,32.7,1912,,,3227657,0.54037267080745341615,54.0,NYA,,,,,,,,,,,,,,
0.39,38.9,16200,,,,,,,0.326797386,32.7,1912,,,3264847,0.59006211180124223602,59.0,NYA,,,,,,,,,,,,,,
0.39,39.0,519638,,,,,,,0.588235294,58.8,1912,,,3279589,0.52469135802469135802,52.5,NYA,,,,,,,,,,,,,,
0.39,39.0,701910,,,,,,,0.480263158,48.0,1912,,,3293259,0.60493827160493827160,60.5,NYA,,,,,,,,,,,,,,
0.39,39.1,495852,,,,,,,0.611842105,61.2,1912,,,3401624,0.51851851851851851852,51.9,NYA,,,,,,,,,,,,,,
0.39,39.1,12655,,,,,,,0.337579618,33.8,1912,,,3460600,0.61963190184049079755,62.0,NYA,,,,,,,,,,,,,,
0.39,39.1,25500,,,,,,,0.411764706,41.2,1912,,,3465807,0.63975155279503105590,64.0,NYA,,,,,,,,,,,,,,
0.39,39.1,504765,,,,,,,0.590909091,59.1,1912,,,3542406,0.58641975308641975309,58.6,NYA,,,,,,,,,,,,,,
0.39,39.1,1034808,,,,,,,0.523178808,52.3,1913,,,3653680,0.59876543209876543210,59.9,NYA,,,,,,,,,,,,,,
0.39,39.1,1202829,,,,,,,0.427631579,42.8,1913,,,3719358,0.63580246913580246914,63.6,NYA,,,,,,,,,,,,,,
0.39,39.2,24500,,,,,,,0.509803922,51.0,1913,,,3765807,0.58641975308641975309,58.6,NYA,,,,,,,,,,,,,,
0.39,39.3,668215,,,,,,,0.567741935,56.8,1913,,,3775292,0.62345679012345679012,62.3,NYA,,,,,,,,,,,,,,
0.39,39.3,19800,,,,,,,0.41025641,41.0,1913,,,4090440,0.58641975308641975309,58.6,NYA,,,,,,,,,,,,,,
0.39,39.3,346573,,,,,,,0.55483871,55.5,1913,,,4247980,0.59876543209876543210,59.9,NYA,,,,,,,,,,,,,,
0.39,39.4,137500,,,,,,,0.431372549,43.1,1913,,,4271867,0.58024691358024691358,58.0,NYA,,,,,,,,,,,,,,
0.39,39.4,153000,,,,,,,0.37254902,37.3,1913,,,4298655,0.54938271604938271605,54.9,NYA,,,,,,,,,,,,,,
0.39,39.4,43000,,,,,,,0.62745098,62.7,1913,,,0,0.53548387096774193548,53.5,PHI,,,,,,,,,,,,,,
0.39,39.5,4192,,,,,,,0.503225806,50.3,1913,,,0,0.35251798561151079137,35.3,PHI,,,,,,,,,,,,,,
0.39,39.5,39000,,,,,,,0.367741935,36.8,1913,,,0,0.17171717171717171717,17.2,PHI,,,,,,,,,,,,,,
0.40,39.5,76345,,,,,,,0.580645161,58.1,1913,,,0,0.35251798561151079137,35.3,PHI,,,,,,,,,,,,,,
0.40,39.5,857444,,,,,,,0.525,52.5,1914,,,0,0.34513274336283185841,34.5,PHI,,,,,,,,,,,,,,
0.40,39.5,922106,,,,,,,0.572327044,57.2,1914,,,0,0.50450450450450450450,50.5,PHI,,,,,,,,,,,,,,
0.40,39.5,1014629,,,,,,,0.49044586,49.0,1914,,,0,0.55345911949685534591,55.3,PHI,,,,,,,,,,,,,,
0.40,39.5,1062782,,,,,,,0.487012987,48.7,1914,,,0,0.40579710144927536232,40.6,PHI,,,,,,,,,,,,,,
0.40,39.5,1154432,,,,,,,0.594936709,59.5,1914,,,0,0.48461538461538461538,48.5,PHI,,,,,,,,,,,,,,
0.40,39.5,1204582,,,,,,,0.594936709,59.5,1914,,,0,0.33548387096774193548,33.5,PHI,,,,,,,,,,,,,,
0.40,39.5,1350601,,,,,,,0.516129032,51.6,1914,,,0,0.56129032258064516129,56.1,PHI,,,,,,,,,,,,,,
0.40,39.5,1369420,,,,,,,0.445859873,44.6,1914,,,0,0.49681528662420382166,49.7,PHI,,,,,,,,,,,,,,
0.40,39.5,1651367,,,,,,,0.554140127,55.4,1914,,,0,0.55704697986577181208,55.7,PHI,,,,,,,,,,,,,,
0.40,39.5,1907163,,,,,,,0.5,50.0,1914,,,0,0.53548387096774193548,53.5,PHI,,,,,,,,,,,,,,
0.40,39.5,1997385,,,,,,,0.382165605,38.2,1914,,,0,0.51633986928104575163,51.6,PHI,,,,,,,,,,,,,,
0.40,39.5,2030084,,,,,,,0.324840764,32.5,1914,,,0,0.48051948051948051948,48.1,PHI,,,,,,,,,,,,,,
0.40,39.5,2419506,,,,,,,0.50955414,51.0,1914,,,0,0.47692307692307692308,47.7,PHI,,,,,,,,,,,,,,
0.40,39.5,2630458,,,,,,,0.560509554,56.1,1914,,,0,0.52000000000000000000,52.0,PHI,,,,,,,,,,,,,,
0.40,39.5,3066756,,,,,,,0.435064935,43.5,1914,,,0,0.41044776119402985075,41.0,PHI,,,,,,,,,,,,,,
0.40,39.6,93800,,,,,,,0.538461538,53.8,1914,,,1200,0.52272727272727272727,52.3,PHI,,,,,,,,,,,,,,
0.40,39.6,135393,,,,,,,0.445859873,44.6,1914,,,4582,0.46103896103896103896,46.1,PHI,,,,,,,,,,,,,,
0.40,39.6,189152,,,,,,,0.626582278,62.7,1914,,,5000,0.49275362318840579710,49.3,PHI,,,,,,,,,,,,,,
0.40,39.6,197100,,,,,,,0.480519481,48.1,1914,,,7311,0.56129032258064516129,56.1,PHI,,,,,,,,,,,,,,
0.40,39.6,293808,,,,,,,0.436708861,43.7,1914,,,9058,0.59663865546218487395,59.7,PHI,,,,,,,,,,,,,,
0.40,39.6,1212692,,,,,,,0.415584416,41.6,1914,,,11166,0.58646616541353383459,58.6,PHI,,,,,,,,,,,,,,
0.40,39.6,1269478,,,,,,,0.446540881,44.7,1914,,,11173,0.56493506493506493506,56.5,PHI,,,,,,,,,,,,,,
0.40,39.6,233850,,,,,,,0.402597403,40.3,1914,,,11950,0.55038759689922480620,55.0,PHI,,,,,,,,,,,,,,
0.40,39.6,655156,,,,,,,0.515923567,51.6,1914,,,12000,0.61038961038961038961,61.0,PHI,,,,,,,,,,,,,,
0.40,39.7,306121,,,,,,,0.512658228,51.3,1914,,,18000,0.32903225806451612903,32.9,PHI,,,,,,,,,,,,,,
0.40,39.7,711098,,,,,,,0.305194805,30.5,1915,,,20000,0.59285714285714285714,59.3,PHI,,,,,,,,,,,,,,
0.40,39.7,731816,,,,,,,0.651612903,65.2,1915,,,21000,0.58646616541353383459,58.6,PHI,,,,,,,,,,,,,,
0.40,39.7,1350832,,,,,,,0.45751634,45.8,1915,,,26500,0.58593750000000000000,58.6,PHI,,,,,,,,,,,,,,
0.40,39.8,914942,,,,,,,0.519480519,51.9,1915,,,38500,0.37583892617449664430,37.6,PHI,,,,,,,,,,,,,,
0.40,39.8,1501292,,,,,,,0.52866242,52.9,1915,,,38516,0.54135338345864661654,54.1,PHI,,,,,,,,,,,,,,
0.40,39.9,935496,,,,,,,0.52866242,52.9,1915,,,39000,0.39473684210526315789,39.5,PHI,,,,,,,,,,,,,,
0.40,40.0,65000,,,,,,,0.483660131,48.4,1915,,,45050,0.33333333333333333333,33.3,PHI,,,,,,,,,,,,,,
0.40,40.0,68650,,,,,,,0.6,60.0,1915,,,51779,0.53191489361702127660,53.2,PHI,,,,,,,,,,,,,,
0.40,40.0,454551,,,,,,,0.55483871,55.5,1915,,,53000,0.38157894736842105263,38.2,PHI,,,,,,,,,,,,,,
0.40,40.0,636276,,,,,,,0.467948718,46.8,1915,,,59195,0.29801324503311258278,29.8,PHI,,,,,,,,,,,,,,
0.40,40.0,850732,,,,,,,0.44375,44.4,1915,,,61000,0.28289473684210526316,28.3,PHI,,,,,,,,,,,,,,
0.40,40.0,895034,,,,,,,0.37012987,37.0,1915,,,63000,0.46103896103896103896,46.1,PHI,,,,,,,,,,,,,,
0.40,40.0,904432,,,,,,,0.641025641,64.1,1915,,,67400,0.34057971014492753623,34.1,PHI,,,,,,,,,,,,,,
0.40,40.1,55000,,,,,,,0.529411765,52.9,1915,,,72722,0.55038759689922480620,55.0,PHI,,,,,,,,,,,,,,
0.40,40.1,692986,,,,,,,0.516129032,51.6,1915,,,72827,0.27814569536423841060,27.8,PHI,,,,,,,,,,,,,,
0.40,40.1,914909,,,,,,,0.44516129,44.5,1915,,,83100,0.32258064516129032258,32.3,PHI,,,,,,,,,,,,,,
0.40,40.1,1009748,,,,,,,0.448051948,44.8,1915,,,85500,0.40522875816993464052,40.5,PHI,,,,,,,,,,,,,,
0.40,40.1,1196152,,,,,,,0.279220779,27.9,1915,,,90500,0.37012987012987012987,37.0,PHI,,,,,,,,,,,,,,
0.40,40.1,1260565,,,,,,,0.588235294,58.8,1915,,,95000,0.50649350649350649351,50.6,PHI,,,,,,,,,,,,,,
0.40,40.1,1320469,,,,,,,0.467948718,46.8,1915,,,98017,0.29801324503311258278,29.8,PHI,,,,,,,,,,,,,,
0.40,40.1,1409391,,,,,,,0.551282051,55.1,1915,,,99500,0.59090909090909090909,59.1,PHI,,,,,,,,,,,,,,
0.40,40.1,1454101,,,,,,,0.396226415,39.6,1915,,,101722,0.27741935483870967742,27.7,PHI,,,,,,,,,,,,,,
0.40,40.1,1536101,,,,,,,0.547169811,54.7,1915,,,113500,0.44000000000000000000,44.0,PHI,,,,,,,,,,,,,,
0.40,40.1,1612769,,,,,,,0.458598726,45.9,1915,,,116000,0.48051948051948051948,48.1,PHI,,,,,,,,,,,,,,
0.40,40.1,1766242,,,,,,,0.548387097,54.8,1915,,,135393,0.39610389610389610390,39.6,PHI,,,,,,,,,,,,,,
0.40,40.1,1799686,,,,,,,0.602564103,60.3,1916,,,153000,0.39354838709677419355,39.4,PHI,,,,,,,,,,,,,,
0.40,40.1,1990042,,,,,,,0.563291139,56.3,1916,,,155500,0.33116883116883116883,33.1,PHI,,,,,,,,,,,,,,
0.40,40.1,2057224,,,,,,,0.429487179,42.9,1916,,,180000,0.32903225806451612903,32.9,PHI,,,,,,,,,,,,,,
0.40,40.1,2151470,,,,,,,0.387096774,38.7,1916,,,185347,0.41025641025641025641,41.0,PHI,,,,,,,,,,,,,,
0.40,40.1,2734511,,,,,,,0.561290323,56.1,1916,,,192000,0.42580645161290322581,42.6,PHI,,,,,,,,,,,,,,
0.40,40.1,3604237,,,,,,,0.55483871,55.5,1916,,,205000,0.36184210526315789474,36.2,PHI,,,,,,,,,,,,,,
0.40,40.1,5500,,,,,,,0.590909091,59.1,1916,,,205301,0.55038759689922480620,55.0,PHI,,,,,,,,,,,,,,
0.40,40.2,953886,,,,,,,0.414012739,41.4,1916,,,219500,0.35064935064935064935,35.1,PHI,,,,,,,,,,,,,,
0.40,40.3,27900,,,,,,,0.392156863,39.2,1916,,,267059,0.29870129870129870130,29.9,PHI,,,,,,,,,,,,,,
0.40,40.3,192500,,,,,,,0.573248408,57.3,1917,,,267800,0.44444444444444444444,44.4,PHI,,,,,,,,,,,,,,
0.40,40.3,214000,,,,,,,0.448717949,44.9,1917,,,298470,0.32679738562091503268,32.7,PHI,,,,,,,,,,,,,,
0.40,40.3,662134,,,,,,,0.458598726,45.9,1917,,,340009,0.48026315789473684211,48.0,PHI,,,,,,,,,,,,,,
0.40,40.3,911536,,,,,,,0.641025641,64.1,1917,,,364925,0.29605263157894736842,29.6,PHI,,,,,,,,,,,,,,
0.40,40.4,541282,,,,,,,0.47133758,47.1,1917,,,422106,0.40764331210191082803,40.8,PHI,,,,,,,,,,,,,,
0.40,40.4,5224,,,,,,,0.496815287,49.7,1917,,,507000,0.58823529411764705882,58.8,PHI,,,,,,,,,,,,,,
0.41,40.5,47000,,,,,,,0.564102564,56.4,1917,,,519401,0.38888888888888888889,38.9,PHI,,,,,,,,,,,,,,
0.41,40.5,58000,,,,,,,0.506493506,50.6,1917,,,589994,0.30322580645161290323,30.3,PHI,,,,,,,,,,,,,,
0.41,40.5,85500,,,,,,,0.458064516,45.8,1917,,,668040,0.46913580246913580247,46.9,PHI,,,,,,,,,,,,,,
0.41,40.5,122618,,,,,,,0.357142857,35.7,1917,,,708247,0.45341614906832298137,45.3,PHI,,,,,,,,,,,,,,
0.41,40.6,2297327,,,,,,,0.564935065,56.5,1917,,,762169,0.50310559006211180124,50.3,PHI,,,,,,,,,,,,,,
0.41,40.6,686971,,,,,,,0.367741935,36.8,1917,,,763344,0.56493506493506493506,56.5,PHI,,,,,,,,,,,,,,
0.41,40.6,752432,,,,,,,0.532467532,53.2,1917,,,788575,0.48701298701298701299,48.7,PHI,,,,,,,,,,,,,,
0.41,40.6,1388453,,,,,,,0.47133758,47.1,1917,,,796917,0.42580645161290322581,42.6,PHI,,,,,,,,,,,,,,
0.41,40.7,42500,,,,,,,0.595238095,59.5,1918,,,799815,0.41290322580645161290,41.3,PHI,,,,,,,,,,,,,,
0.41,40.7,26917,,,,,,,0.452380952,45.2,1918,,,820905,0.52597402597402597403,52.6,PHI,,,,,,,,,,,,,,
0.41,40.7,719502,,,,,,,0.427419355,42.7,1918,,,825512,0.50617283950617283951,50.6,PHI,,,,,,,,,,,,,,
0.41,40.7,726155,,,,,,,0.459677419,46.0,1918,,,861634,0.38311688311688311688,38.3,PHI,,,,,,,,,,,,,,
0.41,40.7,1001551,,,,,,,0.641221374,64.1,1918,,,902443,0.53205128205128205128,53.2,PHI,,,,,,,,,,,,,,
0.41,40.7,1007867,,,,,,,0.565891473,56.6,1918,,,904432,0.40000000000000000000,40.0,PHI,,,,,,,,,,,,,,
0.41,40.7,1015378,,,,,,,0.572580645,57.3,1918,,,908149,0.53703703703703703704,53.7,PHI,,,,,,,,,,,,,,
0.41,40.7,1350047,,,,,,,0.476190476,47.6,1918,,,931510,0.44805194805194805195,44.8,PHI,,,,,,,,,,,,,,
0.41,40.7,1362189,,,,,,,0.44,44.0,1918,,,934798,0.46103896103896103896,46.1,PHI,,,,,,,,,,,,,,
0.41,40.7,1733019,,,,,,,0.515873016,51.6,1918,,,936402,0.50000000000000000000,50.0,PHI,,,,,,,,,,,,,,
0.41,40.7,1879757,,,,,,,0.389312977,38.9,1918,,,944204,0.47402597402597402597,47.4,PHI,,,,,,,,,,,,,,
0.41,40.7,1920995,,,,,,,0.553846154,55.4,1918,,,1063478,0.44516129032258064516,44.5,PHI,,,,,,,,,,,,,,
0.41,40.7,2221230,,,,,,,0.47826087,47.8,1919,,,1108191,0.53703703703703703704,53.7,PHI,,,,,,,,,,,,,,
0.41,40.7,2477644,,,,,,,0.489361702,48.9,1919,,,1147640,0.49358974358974358974,49.4,PHI,,,,,,,,,,,,,,
0.41,40.7,2642682,,,,,,,0.407142857,40.7,1919,,,1166099,0.52469135802469135802,52.5,PHI,,,,,,,,,,,,,,
0.41,40.7,2680329,,,,,,,0.628571429,62.9,1919,,,1206813,0.57961783439490445860,58.0,PHI,,,,,,,,,,,,,,
0.41,40.7,2776354,,,,,,,0.535714286,53.6,1919,,,1425972,0.56790123456790123457,56.8,PHI,,,,,,,,,,,,,,
0.41,40.7,3123215,,,,,,,0.685714286,68.6,1919,,,1475932,0.43827160493827160494,43.8,PHI,,,,,,,,,,,,,,
0.41,40.8,422106,,,,,,,0.604316547,60.4,1919,,,1481637,0.37820512820512820513,37.8,PHI,,,,,,,,,,,,,,
0.41,40.9,1512622,,,,,,,0.571428571,57.1,1919,,,1490542,0.41975308641975308642,42.0,PHI,,,,,,,,,,,,,,
0.41,40.9,1400,,,,,,,0.621428571,62.1,1919,,,1511073,0.41358024691358024691,41.4,PHI,,,,,,,,,,,,,,
0.41,40.9,11810,,,,,,,0.567375887,56.7,1919,,,1612769,0.40123456790123456790,40.1,PHI,,,,,,,,,,,,,,
0.41,40.9,32000,,,,,,,0.257142857,25.7,1919,,,1618467,0.49689440993788819876,49.7,PHI,,,,,,,,,,,,,,
0.41,40.9,42500,,,,,,,0.34057971,34.1,1919,,,1638914,0.55140186915887850467,55.1,PHI,,,,,,,,,,,,,,
0.41,40.9,615890,,,,,,,0.510791367,51.1,1919,,,1715702,0.46296296296296296296,46.3,PHI,,,,,,,,,,,,,,
